state,regional_division,article_title,revision_id,article_quality,population
indiana,East North Central,"Grabill, Indiana",1147357632,C,6833037.0
indiana,East North Central,"Grandview, Indiana",1149233453,C,6833037.0
indiana,East North Central,"Greensboro, Indiana",1166180003,C,6833037.0
indiana,East North Central,"Greens Fork, Indiana",1147359025,C,6833037.0
indiana,East North Central,"Greenville, Indiana",1166180030,C,6833037.0
indiana,East North Central,"Griffin, Indiana",1166180106,C,6833037.0
indiana,East North Central,"Hagerstown, Indiana",1177229531,C,6833037.0
indiana,East North Central,"Hamilton, Indiana",1166180324,C,6833037.0
indiana,East North Central,"Hamlet, Indiana",1166180343,GA,6833037.0
indiana,East North Central,"Hardinsburg, Indiana",1166180473,C,6833037.0
indiana,East North Central,"Harmony, Indiana",1166180491,C,6833037.0
indiana,East North Central,"Hartsville, Indiana",1166180649,C,6833037.0
indiana,East North Central,"Haubstadt, Indiana",1166180707,C,6833037.0
indiana,East North Central,"Hazleton, Indiana",1166180794,C,6833037.0
indiana,East North Central,"Hillsboro, Indiana",1166181059,C,6833037.0
indiana,East North Central,"Holland, Indiana",1166181209,C,6833037.0
indiana,East North Central,"Holton, Indiana",1166181297,C,6833037.0
indiana,East North Central,"Homecroft, Indiana",1149805219,GA,6833037.0
indiana,East North Central,"Hope, Indiana",1176224905,C,6833037.0
indiana,East North Central,"Hudson, Indiana",1166181490,C,6833037.0
indiana,East North Central,"Hymera, Indiana",1176704812,GA,6833037.0
indiana,East North Central,"Indian Village, Indiana",1166181673,C,6833037.0
indiana,East North Central,"Jamestown, Indiana",1166181846,C,6833037.0
indiana,East North Central,"Jonesville, Indiana",1166182092,C,6833037.0
indiana,East North Central,"Kempton, Indiana",1166182194,C,6833037.0
indiana,East North Central,"Kennard, Indiana",1166182238,C,6833037.0
indiana,East North Central,"Kentland, Indiana",1166182291,C,6833037.0
indiana,East North Central,"Kewanna, Indiana",1166182330,C,6833037.0
indiana,East North Central,"Kingman, Indiana",1166182429,C,6833037.0
indiana,East North Central,"Kingsbury, Indiana",1166182437,C,6833037.0
indiana,East North Central,"Kingsford Heights, Indiana",1166182440,C,6833037.0
indiana,East North Central,"Kirklin, Indiana",1166182508,C,6833037.0
indiana,East North Central,"Knightsville, Indiana",1166182573,C,6833037.0
indiana,East North Central,"Kouts, Indiana",1172286121,C,6833037.0
indiana,East North Central,"Laconia, Indiana",1166182748,C,6833037.0
indiana,East North Central,"La Crosse, Indiana",1166182653,C,6833037.0
indiana,East North Central,"Ladoga, Indiana",1166182749,GA,6833037.0
indiana,East North Central,"La Fontaine, Indiana",1166182665,GA,6833037.0
indiana,East North Central,"Lagro, Indiana",1166182768,GA,6833037.0
indiana,East North Central,"Lakeville, Indiana",1166205399,GA,6833037.0
indiana,East North Central,"Lanesville, Indiana",1166205526,C,6833037.0
indiana,East North Central,"La Paz, Indiana",1167724987,GA,6833037.0
indiana,East North Central,"Lapel, Indiana",1166205571,C,6833037.0
indiana,East North Central,"Larwill, Indiana",1166205583,C,6833037.0
indiana,East North Central,"Laurel, Indiana",1166205628,C,6833037.0
indiana,East North Central,"Leavenworth, Indiana",1166205656,C,6833037.0
indiana,East North Central,"Leesburg, Indiana",1166205730,GA,6833037.0
indiana,East North Central,"Lewisville, Indiana",1166205866,GA,6833037.0
indiana,East North Central,"Linden, Indiana",1166206031,GA,6833037.0
indiana,East North Central,"Little York, Indiana",1166206157,C,6833037.0
indiana,East North Central,"Livonia, Indiana",1166206201,C,6833037.0
indiana,East North Central,"Lizton, Indiana",1166206205,C,6833037.0
indiana,East North Central,"Long Beach, Indiana",1166206274,C,6833037.0
indiana,East North Central,"Losantville, Indiana",1166206307,C,6833037.0
indiana,East North Central,"Lynn, Indiana",1166206565,C,6833037.0
indiana,East North Central,"Lynnville, Indiana",1177322560,C,6833037.0
indiana,East North Central,"Lyons, Indiana",1166206593,C,6833037.0
indiana,East North Central,"Mackey, Indiana",1166422566,C,6833037.0
indiana,East North Central,"Macy, Indiana",1166206624,GA,6833037.0
indiana,East North Central,"Marengo, Indiana",1172686240,C,6833037.0
indiana,East North Central,"Markle, Indiana",1111390085,C,6833037.0
indiana,East North Central,"Markleville, Indiana",1166207011,C,6833037.0
indiana,East North Central,"Marshall, Indiana",1166207103,GA,6833037.0
indiana,East North Central,"Matthews, Indiana",1166207197,C,6833037.0
indiana,East North Central,"Mauckport, Indiana",1166207205,C,6833037.0
indiana,East North Central,"Mecca, Indiana",1166207399,GA,6833037.0
indiana,East North Central,"Medaryville, Indiana",1166207414,C,6833037.0
indiana,East North Central,"Medora, Indiana",1166207440,C,6833037.0
indiana,East North Central,"Mellott, Indiana",1166207476,C,6833037.0
indiana,East North Central,"Mentone, Indiana",1174232601,C,6833037.0
indiana,East North Central,"Meridian Hills, Indiana",1166207526,C,6833037.0
indiana,East North Central,"Merom, Indiana",1132472859,C,6833037.0
indiana,East North Central,"Michiana Shores, Indiana",1166207638,GA,6833037.0
indiana,East North Central,"Michigantown, Indiana",1166207651,C,6833037.0
indiana,East North Central,"Milan, Indiana",1172291749,C,6833037.0
indiana,East North Central,"Milford, Kosciusko County, Indiana",1166207802,C,6833037.0
indiana,East North Central,"Millersburg, Indiana",1166207894,C,6833037.0
indiana,East North Central,"Millhousen, Indiana",1174820800,C,6833037.0
indiana,East North Central,"Milltown, Indiana",1166207965,C,6833037.0
indiana,East North Central,"Milton, Indiana",1166208000,C,6833037.0
indiana,East North Central,"Modoc, Indiana",1166208118,C,6833037.0
indiana,East North Central,"Monon, Indiana",1166208170,C,6833037.0
indiana,East North Central,"Monroe, Adams County, Indiana",1166208187,C,6833037.0
indiana,East North Central,"Monroe City, Indiana",1166208181,C,6833037.0
indiana,East North Central,"Monroeville, Indiana",1166208210,C,6833037.0
indiana,East North Central,"Monrovia, Indiana",1166208211,GA,6833037.0
indiana,East North Central,"Monterey, Indiana",1148616402,C,6833037.0
indiana,East North Central,"Montezuma, Indiana",1166208314,C,6833037.0
indiana,East North Central,"Montgomery, Indiana",1166208322,C,6833037.0
indiana,East North Central,"Mooreland, Indiana",1166208507,C,6833037.0
indiana,East North Central,"Moores Hill, Indiana",1166208516,C,6833037.0
indiana,East North Central,"Morgantown, Indiana",1172622695,GA,6833037.0
indiana,East North Central,"Morocco, Indiana",1166208567,C,6833037.0
indiana,East North Central,"Morristown, Indiana",1166208602,C,6833037.0
indiana,East North Central,"Mount Auburn, Indiana",1166208680,C,6833037.0
indiana,East North Central,"Mount Ayr, Indiana",1166208682,C,6833037.0
indiana,East North Central,"Mount Carmel, Indiana",1166208685,C,6833037.0
indiana,East North Central,"Mount Etna, Indiana",1166208715,C,6833037.0
indiana,East North Central,"Mount Summit, Indiana",1166208763,C,6833037.0
indiana,East North Central,"Mulberry, Indiana",1166208835,C,6833037.0
indiana,East North Central,"Napoleon, Indiana",1166208906,C,6833037.0
indiana,East North Central,"Nashville, Indiana",1175897203,GA,6833037.0
indiana,East North Central,"New Amsterdam, Indiana",1166209008,C,6833037.0
indiana,East North Central,"Newberry, Indiana",1166209402,C,6833037.0
indiana,East North Central,"New Carlisle, Indiana",1177395754,C,6833037.0
indiana,East North Central,"New Chicago, Indiana",1166209053,C,6833037.0
indiana,East North Central,"New Harmony, Indiana",1176974785,B,6833037.0
indiana,East North Central,"New Market, Indiana",1166209241,GA,6833037.0
indiana,East North Central,"New Middletown, Indiana",1166209271,C,6833037.0
indiana,East North Central,"New Palestine, Indiana",1166209285,C,6833037.0
indiana,East North Central,"New Pekin, Indiana",1166209288,GA,6833037.0
indiana,East North Central,"New Point, Indiana",1166209293,C,6833037.0
indiana,East North Central,"Newport, Indiana",1177275997,C,6833037.0
indiana,East North Central,"New Richmond, Indiana",1166209303,C,6833037.0
indiana,East North Central,"New Ross, Indiana",1166209310,GA,6833037.0
indiana,East North Central,"Newtown, Indiana",1166209595,C,6833037.0
indiana,East North Central,"North Crows Nest, Indiana",1166209707,Start,6833037.0
indiana,East North Central,"North Judson, Indiana",1166209741,C,6833037.0
indiana,East North Central,"North Liberty, Indiana",1166209753,C,6833037.0
indiana,East North Central,"North Salem, Indiana",1166209773,C,6833037.0
indiana,East North Central,"North Webster, Indiana",1166209798,C,6833037.0
indiana,East North Central,"Oaktown, Indiana",1166210063,C,6833037.0
indiana,East North Central,"Odon, Indiana",1166210223,C,6833037.0
indiana,East North Central,"Ogden Dunes, Indiana",1179502435,GA,6833037.0
indiana,East North Central,"Oldenburg, Indiana",1166210343,C,6833037.0
indiana,East North Central,"Onward, Indiana",1166210460,C,6833037.0
indiana,East North Central,"Oolitic, Indiana",1166210476,C,6833037.0
indiana,East North Central,"Orestes, Indiana",1170236733,GA,6833037.0
indiana,East North Central,"Orland, Indiana",1166210639,GA,6833037.0
indiana,East North Central,"Osgood, Indiana",1166210727,C,6833037.0
indiana,East North Central,"Otterbein, Indiana",1166210784,C,6833037.0
indiana,East North Central,"Owensville, Indiana",1166210802,C,6833037.0
indiana,East North Central,"Oxford, Indiana",1166210813,GA,6833037.0
indiana,East North Central,"Palmyra, Indiana",1166210881,C,6833037.0
indiana,East North Central,"Paragon, Indiana",1166210935,C,6833037.0
indiana,East North Central,"Parker City, Indiana",1166210951,C,6833037.0
indiana,East North Central,"Patoka, Indiana",1166211012,C,6833037.0
indiana,East North Central,"Patriot, Indiana",1145531033,C,6833037.0
indiana,East North Central,"Pennville, Indiana",1166211151,B,6833037.0
indiana,East North Central,"Perrysville, Indiana",1166211195,C,6833037.0
indiana,East North Central,"Pierceton, Indiana",1166211299,C,6833037.0
indiana,East North Central,"Pine Village, Indiana",1166211404,GA,6833037.0
indiana,East North Central,"Plainville, Indiana",1166229047,C,6833037.0
indiana,East North Central,"Poneto, Indiana",1112678720,C,6833037.0
indiana,East North Central,"Poseyville, Indiana",1166229297,C,6833037.0
indiana,East North Central,"Pottawattamie Park, Indiana",1166229310,Start,6833037.0
indiana,East North Central,"Princes Lakes, Indiana",1019560872,Stub,6833037.0
indiana,East North Central,"Redkey, Indiana",1166229692,C,6833037.0
indiana,East North Central,"Remington, Indiana",1166229737,C,6833037.0
indiana,East North Central,"Reynolds, Indiana",1166229785,C,6833037.0
indiana,East North Central,"Richland City, Indiana",1149233830,C,6833037.0
indiana,East North Central,"Ridgeville, Indiana",1166229910,C,6833037.0
indiana,East North Central,"Riley, Indiana",1166229943,C,6833037.0
indiana,East North Central,"River Forest, Indiana",1170225630,C,6833037.0
indiana,East North Central,"Roachdale, Indiana",1166230053,C,6833037.0
indiana,East North Central,"Roann, Indiana",1166230058,C,6833037.0
indiana,East North Central,"Roanoke, Indiana",1166230062,GA,6833037.0
indiana,East North Central,"Rocky Ripple, Indiana",1178808344,GA,6833037.0
indiana,East North Central,"Rome City, Indiana",1166230226,C,6833037.0
indiana,East North Central,"Rosedale, Indiana",1166230277,GA,6833037.0
indiana,East North Central,"Roseland, Indiana",1174672172,C,6833037.0
indiana,East North Central,"Rossville, Indiana",1170391459,C,6833037.0
indiana,East North Central,"Royal Center, Indiana",1166230359,C,6833037.0
indiana,East North Central,"Russellville, Indiana",1162000663,C,6833037.0
indiana,East North Central,"Russiaville, Indiana",1175368610,C,6833037.0
indiana,East North Central,"St. Joe, Indiana",114305121,Stub,6833037.0
indiana,East North Central,"St. Leon, Indiana",1166330219,C,6833037.0
indiana,East North Central,"St. Paul, Indiana",1166330251,C,6833037.0
indiana,East North Central,"Salamonia, Indiana",1166230561,C,6833037.0
indiana,East North Central,"Saltillo, Indiana",1166230612,C,6833037.0
indiana,East North Central,"Sandborn, Indiana",1113912812,C,6833037.0
indiana,East North Central,"Saratoga, Indiana",1168112950,C,6833037.0
indiana,East North Central,"Schneider, Indiana",1166230801,C,6833037.0
indiana,East North Central,"Seelyville, Indiana",1166230940,C,6833037.0
indiana,East North Central,"Selma, Indiana",1166230955,GA,6833037.0
indiana,East North Central,"Shadeland, Indiana",1166231051,C,6833037.0
indiana,East North Central,"Shamrock Lakes, Indiana",1166231076,C,6833037.0
indiana,East North Central,"Sharpsville, Indiana",1166231134,GA,6833037.0
indiana,East North Central,"Shelburn, Indiana",1166231153,C,6833037.0
indiana,East North Central,"Shipshewana, Indiana",1167721984,C,6833037.0
indiana,East North Central,"Shirley, Indiana",1166231243,C,6833037.0
indiana,East North Central,"Shoals, Indiana",1150406533,GA,6833037.0
indiana,East North Central,"Sidney, Indiana",1170042369,C,6833037.0
indiana,East North Central,"Silver Lake, Indiana",1166231358,C,6833037.0
indiana,East North Central,"Somerville, Indiana",1148561079,C,6833037.0
indiana,East North Central,"South Whitley, Indiana",1166329818,C,6833037.0
indiana,East North Central,"Spiceland, Indiana",1166329931,C,6833037.0
indiana,East North Central,"Spring Grove, Indiana",1166329971,C,6833037.0
indiana,East North Central,"Spring Hill, Indiana",1166329977,C,6833037.0
indiana,East North Central,"Spring Lake, Indiana",1166329986,C,6833037.0
indiana,East North Central,"Springport, Indiana",1166330076,C,6833037.0
indiana,East North Central,"Spurgeon, Indiana",1148574594,C,6833037.0
indiana,East North Central,"State Line City, Indiana",1077515837,GA,6833037.0
indiana,East North Central,"Staunton, Indiana",1179094223,C,6833037.0
indiana,East North Central,"Stilesville, Indiana",1166330487,C,6833037.0
indiana,East North Central,"Stinesville, Indiana",1166330491,GA,6833037.0
indiana,East North Central,"Straughn, Indiana",1166330668,C,6833037.0
indiana,East North Central,"Sulphur Springs, Indiana",1166330777,C,6833037.0
indiana,East North Central,"Summitville, Indiana",1170255980,GA,6833037.0
indiana,East North Central,"Sunman, Indiana",1166330879,C,6833037.0
indiana,East North Central,"Swayzee, Indiana",1171230592,C,6833037.0
indiana,East North Central,"Sweetser, Indiana",1170273104,GA,6833037.0
indiana,East North Central,"Switz City, Indiana",1166330993,C,6833037.0
indiana,East North Central,"Tennyson, Indiana",1170914115,C,6833037.0
indiana,East North Central,"Thorntown, Indiana",1166331313,C,6833037.0
indiana,East North Central,"Topeka, Indiana",1166331479,C,6833037.0
indiana,East North Central,"Town of Pines, Indiana",1166331506,C,6833037.0
indiana,East North Central,"Trafalgar, Indiana",1166331542,C,6833037.0
indiana,East North Central,"Trail Creek, Indiana",1166331547,C,6833037.0
indiana,East North Central,"Troy, Indiana",1170829763,C,6833037.0
indiana,East North Central,"Ulen, Indiana",1166331835,C,6833037.0
indiana,East North Central,"Uniondale, Indiana",1177388226,C,6833037.0
indiana,East North Central,"Universal, Indiana",1166331938,C,6833037.0
indiana,East North Central,"Utica, Indiana",1166331970,C,6833037.0
indiana,East North Central,"Van Buren, Indiana",1166332010,C,6833037.0
indiana,East North Central,"Vera Cruz, Indiana",1166332110,C,6833037.0
indiana,East North Central,"Vernon, Indiana",1178763898,C,6833037.0
indiana,East North Central,"Vevay, Indiana",1166332165,C,6833037.0
indiana,East North Central,"Wakarusa, Indiana",1168601015,GA,6833037.0
indiana,East North Central,"Wallace, Indiana",1166332416,C,6833037.0
indiana,East North Central,"Walton, Indiana",1166332507,C,6833037.0
indiana,East North Central,"Wanatah, Indiana",1166332517,C,6833037.0
indiana,East North Central,"Warren, Indiana",1166332593,C,6833037.0
indiana,East North Central,"Warren Park, Indiana",1166332585,C,6833037.0
indiana,East North Central,"Waveland, Indiana",1166332864,GA,6833037.0
indiana,East North Central,"Waynetown, Indiana",1166332907,GA,6833037.0
indiana,East North Central,"West Baden Springs, Indiana",1171483265,GA,6833037.0
indiana,East North Central,"West College Corner, Indiana",1152554566,C,6833037.0
indiana,East North Central,"West Harrison, Indiana",1166333097,C,6833037.0
indiana,East North Central,"West Lebanon, Indiana",1166333120,GA,6833037.0
indiana,East North Central,"Westport, Indiana",1166333363,C,6833037.0
indiana,East North Central,"Wheatfield, Indiana",1175786046,GA,6833037.0
indiana,East North Central,"Wheatland, Indiana",1168760166,C,6833037.0
indiana,East North Central,"Whitewater, Indiana",1166333601,C,6833037.0
indiana,East North Central,"Wilkinson, Indiana",1166333665,C,6833037.0
indiana,East North Central,"Williams Creek, Indiana",1166333686,GA,6833037.0
indiana,East North Central,"Williamsport, Indiana",1174315838,GA,6833037.0
indiana,East North Central,"Windfall City, Indiana",114406864,Stub,6833037.0
indiana,East North Central,"Wingate, Indiana",1166334080,GA,6833037.0
indiana,East North Central,"Winslow, Indiana",1166334110,C,6833037.0
indiana,East North Central,"Wolcott, Indiana",1166334189,C,6833037.0
indiana,East North Central,"Wolcottville, Indiana",1166334196,C,6833037.0
indiana,East North Central,"Woodlawn Heights, Indiana",1166334278,Start,6833037.0
indiana,East North Central,"Worthington, Indiana",1166334436,C,6833037.0
indiana,East North Central,"Wynnedale, Indiana",1166334474,C,6833037.0
indiana,East North Central,"Yeoman, Indiana",1166231594,C,6833037.0
indiana,East North Central,"Zanesville, Indiana",1171168835,C,6833037.0
iowa,West North Central,"Millville, Iowa",1165893545,Start,3200517.0
iowa,West North Central,"Ackley, Iowa",1171169203,GA,3200517.0
iowa,West North Central,"Hardin County, Iowa",1160186037,C,3200517.0
iowa,West North Central,"Franklin County, Iowa",1160186824,C,3200517.0
iowa,West North Central,"Ackworth, Iowa",1165502603,C,3200517.0
iowa,West North Central,"Warren County, Iowa",1155074486,C,3200517.0
iowa,West North Central,"Adair, Iowa",1171125453,GA,3200517.0
iowa,West North Central,"Adair County, Iowa",1155054081,C,3200517.0
iowa,West North Central,"Guthrie County, Iowa",1160186638,C,3200517.0
iowa,West North Central,"Adel, Iowa",1158081903,C,3200517.0
iowa,West North Central,"Dallas County, Iowa",1155055810,C,3200517.0
iowa,West North Central,"Afton, Iowa",1165506142,C,3200517.0
iowa,West North Central,"Union County, Iowa",1160186241,C,3200517.0
iowa,West North Central,"Agency, Iowa",1165506156,C,3200517.0
iowa,West North Central,"Wapello County, Iowa",1160186235,C,3200517.0
iowa,West North Central,"Ainsworth, Iowa",1165506190,C,3200517.0
iowa,West North Central,"Washington County, Iowa",1155074549,C,3200517.0
iowa,West North Central,"Akron, Iowa",1165506224,C,3200517.0
iowa,West North Central,"Plymouth County, Iowa",1160186304,C,3200517.0
iowa,West North Central,"Albert City, Iowa",1165506305,C,3200517.0
iowa,West North Central,"Buena Vista County, Iowa",1173438716,C,3200517.0
iowa,West North Central,"Albia, Iowa",1169918549,GA,3200517.0
iowa,West North Central,"Monroe County, Iowa",1160186322,C,3200517.0
iowa,West North Central,"Albion, Iowa",1165506347,C,3200517.0
iowa,West North Central,"Marshall County, Iowa",1168287719,C,3200517.0
iowa,West North Central,"Alburnett, Iowa",1166697232,C,3200517.0
iowa,West North Central,"Linn County, Iowa",1164729961,C,3200517.0
iowa,West North Central,"Alden, Iowa",1178489148,C,3200517.0
iowa,West North Central,"Alexander, Iowa",1165506400,C,3200517.0
iowa,West North Central,"Algona, Iowa",1174339357,C,3200517.0
iowa,West North Central,"Kossuth County, Iowa",1171931539,C,3200517.0
iowa,West North Central,"Alleman, Iowa",1169383096,C,3200517.0
iowa,West North Central,"Polk County, Iowa",1175273601,C,3200517.0
iowa,West North Central,"Allerton, Iowa",1165506486,GA,3200517.0
iowa,West North Central,"Wayne County, Iowa",1174345086,C,3200517.0
iowa,West North Central,"Allison, Iowa",1165506499,C,3200517.0
iowa,West North Central,"Butler County, Iowa",1160186201,C,3200517.0
iowa,West North Central,"Alta, Iowa",1176232758,C,3200517.0
iowa,West North Central,"Alta Vista, Iowa",1165506616,C,3200517.0
iowa,West North Central,"Chickasaw County, Iowa",1160186932,C,3200517.0
iowa,West North Central,"Alton, Iowa",1171327641,C,3200517.0
iowa,West North Central,"Sioux County, Iowa",1160186270,C,3200517.0
iowa,West North Central,"Altoona, Iowa",1180362160,C,3200517.0
iowa,West North Central,"Alvord, Iowa",1165506812,C,3200517.0
iowa,West North Central,"Lyon County, Iowa",1163018084,C,3200517.0
iowa,West North Central,"Ames, Iowa",1179870443,B,3200517.0
iowa,West North Central,"Story County, Iowa",1166326655,C,3200517.0
iowa,West North Central,"Anamosa, Iowa",1174801308,C,3200517.0
iowa,West North Central,"Jones County, Iowa",1155059648,C,3200517.0
iowa,West North Central,"Andover, Iowa",1165507188,C,3200517.0
iowa,West North Central,"Clinton County, Iowa",1161289110,C,3200517.0
iowa,West North Central,"Andrew, Iowa",1174655680,C,3200517.0
iowa,West North Central,"Jackson County, Iowa",1175822520,C,3200517.0
iowa,West North Central,"Anita, Iowa",1165507242,C,3200517.0
iowa,West North Central,"Cass County, Iowa",1167993634,C,3200517.0
iowa,West North Central,"Ankeny, Iowa",1179869504,GA,3200517.0
iowa,West North Central,"Anthon, Iowa",1173352622,C,3200517.0
iowa,West North Central,"Woodbury County, Iowa",1176979687,C,3200517.0
iowa,West North Central,"Aplington, Iowa",1165507336,C,3200517.0
iowa,West North Central,"Arcadia, Iowa",1165507383,C,3200517.0
iowa,West North Central,"Carroll County, Iowa",1160186959,C,3200517.0
iowa,West North Central,"Archer, Iowa",1165507412,C,3200517.0
iowa,West North Central,"O'Brien County, Iowa",1155060751,C,3200517.0
iowa,West North Central,"Aredale, Iowa",1174245720,C,3200517.0
iowa,West North Central,"Arion, Iowa",1165507477,C,3200517.0
iowa,West North Central,"Crawford County, Iowa",1160186886,C,3200517.0
iowa,West North Central,"Arispe, Iowa",1165507480,C,3200517.0
iowa,West North Central,"Arlington, Iowa",1165507501,C,3200517.0
iowa,West North Central,"Fayette County, Iowa",1160186832,C,3200517.0
iowa,West North Central,"Armstrong, Iowa",1174502233,C,3200517.0
iowa,West North Central,"Emmet County, Iowa",1160186091,C,3200517.0
iowa,West North Central,"Arnolds Park, Iowa",1174555154,C,3200517.0
iowa,West North Central,"Dickinson County, Iowa",1155055953,C,3200517.0
iowa,West North Central,"Arthur, Iowa",1165507597,C,3200517.0
iowa,West North Central,"Ida County, Iowa",1160775350,C,3200517.0
iowa,West North Central,"Asbury, Iowa",1165507623,C,3200517.0
iowa,West North Central,"Dubuque County, Iowa",1157959917,C,3200517.0
iowa,West North Central,"Ashton, Iowa",1165507694,C,3200517.0
iowa,West North Central,"Osceola County, Iowa",1160186313,C,3200517.0
iowa,West North Central,"Aspinwall, Iowa",1175093649,C,3200517.0
iowa,West North Central,"Atalissa, Iowa",1165507745,C,3200517.0
iowa,West North Central,"Muscatine County, Iowa",1173126738,C,3200517.0
iowa,West North Central,"Atkins, Iowa",1171116420,C,3200517.0
iowa,West North Central,"Benton County, Iowa",1155054336,C,3200517.0
iowa,West North Central,"Atlantic, Iowa",1165524831,C,3200517.0
iowa,West North Central,"Auburn, Iowa",1175562992,GA,3200517.0
iowa,West North Central,"Sac County, Iowa",1160186282,C,3200517.0
iowa,West North Central,"Audubon, Iowa",1165507979,GA,3200517.0
iowa,West North Central,"Audubon County, Iowa",1165720083,C,3200517.0
iowa,West North Central,"Aurelia, Iowa",1165508046,C,3200517.0
iowa,West North Central,"Cherokee County, Iowa",1160186174,C,3200517.0
iowa,West North Central,"Aurora, Iowa",1165508063,C,3200517.0
iowa,West North Central,"Buchanan County, Iowa",1160187274,C,3200517.0
iowa,West North Central,"Avoca, Iowa",1170976190,C,3200517.0
iowa,West North Central,"Pottawattamie County, Iowa",1155072025,C,3200517.0
iowa,West North Central,"Ayrshire, Iowa",1176154351,C,3200517.0
iowa,West North Central,"Palo Alto County, Iowa",1160185856,C,3200517.0
iowa,West North Central,"Badger, Iowa",1165508223,C,3200517.0
iowa,West North Central,"Webster County, Iowa",1166311249,C,3200517.0
iowa,West North Central,"Bagley, Iowa",1167478498,C,3200517.0
iowa,West North Central,"Baldwin, Iowa",1165508282,C,3200517.0
iowa,West North Central,"Balltown, Iowa",1165508298,C,3200517.0
iowa,West North Central,"Bancroft, Iowa",1165508319,C,3200517.0
iowa,West North Central,"Bankston, Iowa",1165508337,C,3200517.0
iowa,West North Central,"Barnes City, Iowa",1165508403,C,3200517.0
iowa,West North Central,"Mahaska County, Iowa",1160186336,C,3200517.0
iowa,West North Central,"Poweshiek County, Iowa",1165721278,C,3200517.0
iowa,West North Central,"Barnum, Iowa",1165508437,C,3200517.0
iowa,West North Central,"Bassett, Iowa",1165508528,Start,3200517.0
iowa,West North Central,"Batavia, Iowa",1176416089,C,3200517.0
iowa,West North Central,"Jefferson County, Iowa",1173240443,C,3200517.0
iowa,West North Central,"Battle Creek, Iowa",1165508588,C,3200517.0
iowa,West North Central,"Baxter, Iowa",1177953633,C,3200517.0
iowa,West North Central,"Jasper County, Iowa",1160186367,C,3200517.0
iowa,West North Central,"Bayard, Iowa",1165508690,C,3200517.0
iowa,West North Central,"Beacon, Iowa",1165508757,GA,3200517.0
iowa,West North Central,"Beaconsfield, Iowa",1178044358,C,3200517.0
iowa,West North Central,"Ringgold County, Iowa",1160186291,C,3200517.0
iowa,West North Central,"Beaman, Iowa",1165508796,GA,3200517.0
iowa,West North Central,"Grundy County, Iowa",1155056155,C,3200517.0
iowa,West North Central,"Beaver, Iowa",1165508920,C,3200517.0
iowa,West North Central,"Boone County, Iowa",1160187288,C,3200517.0
iowa,West North Central,"Bedford, Iowa",1173478555,C,3200517.0
iowa,West North Central,"Taylor County, Iowa",1160186245,C,3200517.0
iowa,West North Central,"Belle Plaine, Iowa",1170707910,C,3200517.0
iowa,West North Central,"Bellevue, Iowa",1165509146,C,3200517.0
iowa,West North Central,"Belmond, Iowa",1165509220,C,3200517.0
iowa,West North Central,"Wright County, Iowa",1160186206,C,3200517.0
iowa,West North Central,"Bennett, Iowa",1165535648,C,3200517.0
iowa,West North Central,"Cedar County, Iowa",1170399556,C,3200517.0
iowa,West North Central,"Benton, Iowa",1178751962,C,3200517.0
iowa,West North Central,"Berkley, Iowa",1165535971,C,3200517.0
iowa,West North Central,"Bernard, Iowa",1165536014,GA,3200517.0
iowa,West North Central,"Bertram, Iowa",1165536035,C,3200517.0
iowa,West North Central,"Bettendorf, Iowa",1178794148,C,3200517.0
iowa,West North Central,"Scott County, Iowa",1179080529,C,3200517.0
iowa,West North Central,"Bevington, Iowa",1165536088,C,3200517.0
iowa,West North Central,"Madison County, Iowa",1161456248,C,3200517.0
iowa,West North Central,"Birmingham, Iowa",1165536180,GA,3200517.0
iowa,West North Central,"Van Buren County, Iowa",1155074387,C,3200517.0
iowa,West North Central,"Blairsburg, Iowa",1165536302,C,3200517.0
iowa,West North Central,"Hamilton County, Iowa",1160186054,C,3200517.0
iowa,West North Central,"Blairstown, Iowa",1165536303,C,3200517.0
iowa,West North Central,"Blakesburg, Iowa",1179105645,C,3200517.0
iowa,West North Central,"Blanchard, Iowa",1165536322,GA,3200517.0
iowa,West North Central,"Page County, Iowa",1175428088,C,3200517.0
iowa,West North Central,"Blencoe, Iowa",1165536360,C,3200517.0
iowa,West North Central,"Monona County, Iowa",1160185893,C,3200517.0
iowa,West North Central,"Blockton, Iowa",1165536383,C,3200517.0
iowa,West North Central,"Bloomfield, Iowa",1165536394,C,3200517.0
iowa,West North Central,"Davis County, Iowa",1176291779,C,3200517.0
iowa,West North Central,"Blue Grass, Iowa",1166825288,C,3200517.0
iowa,West North Central,"Bode, Iowa",1165536554,C,3200517.0
iowa,West North Central,"Humboldt County, Iowa",1160186571,C,3200517.0
iowa,West North Central,"Bonaparte, Iowa",1165536606,C,3200517.0
iowa,West North Central,"Bondurant, Iowa",1172725972,C,3200517.0
iowa,West North Central,"Boone, Iowa",1154142467,GA,3200517.0
iowa,West North Central,"Bouton, Iowa",1171240911,C,3200517.0
iowa,West North Central,"Boxholm, Iowa",1165536768,C,3200517.0
iowa,West North Central,"Boyden, Iowa",1165536779,C,3200517.0
iowa,West North Central,"Braddyville, Iowa",1165536798,C,3200517.0
iowa,West North Central,"Bradgate, Iowa",1165536810,C,3200517.0
iowa,West North Central,"Brandon, Iowa",1165536854,C,3200517.0
iowa,West North Central,"Brayton, Iowa",1165536894,C,3200517.0
iowa,West North Central,"Breda, Iowa",1165536935,GA,3200517.0
